character_id,friend_id
00000000-0000-0000-0000-000000000067,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000068,00000000-0000-0000-0000-000000000059
00000000-0000-0000-0000-000000000068,00000000-0000-0000-0000-000000000224
00000000-0000-0000-0000-000000000070,00000000-0000-0000-0000-000000000052
00000000-0000-0000-0000-000000000070,00000000-0000-0000-0000-000000000163
00000000-0000-0000-0000-000000000070,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000072,00000000-0000-0000-0000-000000000179
00000000-0000-0000-0000-000000000073,00000000-0000-0000-0000-000000000093
00000000-0000-0000-0000-000000000073,00000000-0000-0000-0000-000000000180
00000000-0000-0000-0000-000000000074,00000000-0000-0000-0000-000000000143
00000000-0000-0000-0000-000000000076,00000000-0000-0000-0000-000000000003
00000000-0000-0000-0000-000000000076,00000000-0000-0000-0000-000000000015
00000000-0000-0000-0000-000000000077,00000000-0000-0000-0000-000000000038
00000000-0000-0000-0000-000000000077,00000000-0000-0000-0000-000000000007
00000000-0000-0000-0000-000000000078,00000000-0000-0000-0000-000000000093
00000000-0000-0000-0000-000000000078,00000000-0000-0000-0000-000000000123
00000000-0000-0000-0000-000000000078,00000000-0000-0000-0000-000000000161
00000000-0000-0000-0000-000000000078,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000079,00000000-0000-0000-0000-000000000093
00000000-0000-0000-0000-000000000079,00000000-0000-0000-0000-000000000179
00000000-0000-0000-0000-000000000079,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000080,00000000-0000-0000-0000-000000000059
00000000-0000-0000-0000-000000000080,00000000-0000-0000-0000-000000000008
00000000-0000-0000-0000-000000000081,00000000-0000-0000-0000-000000000102
00000000-0000-0000-0000-000000000082,00000000-0000-0000-0000-000000000059
00000000-0000-0000-0000-000000000082,00000000-0000-0000-0000-000000000213
00000000-0000-0000-0000-000000000084,00000000-0000-0000-0000-000000000082
00000000-0000-0000-0000-000000000084,00000000-0000-0000-0000-000000000213
00000000-0000-0000-0000-000000000085,00000000-0000-0000-0000-000000000059
00000000-0000-0000-0000-000000000085,00000000-0000-0000-0000-000000000213
00000000-0000-0000-0000-000000000088,00000000-0000-0000-0000-000000000096
00000000-0000-0000-0000-000000000088,00000000-0000-0000-0000-000000000213
00000000-0000-0000-0000-000000000090,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000091,00000000-0000-0000-0000-000000000070
00000000-0000-0000-0000-000000000091,00000000-0000-0000-0000-000000000102
00000000-0000-0000-0000-000000000092,00000000-0000-0000-0000-000000000093
00000000-0000-0000-0000-000000000092,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000093,00000000-0000-0000-0000-000000000180
00000000-0000-0000-0000-000000000093,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000094,00000000-0000-0000-0000-000000000180
00000000-0000-0000-0000-000000000096,00000000-0000-0000-0000-000000000043
00000000-0000-0000-0000-000000000097,00000000-0000-0000-0000-000000000213
00000000-0000-0000-0000-000000000098,00000000-0000-0000-0000-000000000008
00000000-0000-0000-0000-000000000099,00000000-0000-0000-0000-000000000179
00000000-0000-0000-0000-000000000099,00000000-0000-0000-0000-000000000220
00000000-0000-0000-0000-000000000100,00000000-0000-0000-0000-000000000213
00000000-0000-0000-0000-000000000102,00000000-0000-0000-0000-000000000070
00000000-0000-0000-0000-000000000102,00000000-0000-0000-0000-000000000163
00000000-0000-0000-0000-000000000102,00000000-0000-0000-0000-000000000180
00000000-0000-0000-0000-000000000102,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000106,00000000-0000-0000-0000-000000000143
00000000-0000-0000-0000-000000000106,00000000-0000-0000-0000-000000000180
00000000-0000-0000-0000-000000000110,00000000-0000-0000-0000-000000000046
00000000-0000-0000-0000-000000000110,00000000-0000-0000-0000-000000000008
00000000-0000-0000-0000-000000000110,00000000-0000-0000-0000-000000000180
00000000-0000-0000-0000-000000000110,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000112,00000000-0000-0000-0000-000000000008
00000000-0000-0000-0000-000000000112,00000000-0000-0000-0000-000000000179
00000000-0000-0000-0000-000000000112,00000000-0000-0000-0000-000000000180
00000000-0000-0000-0000-000000000113,00000000-0000-0000-0000-000000000179
00000000-0000-0000-0000-000000000114,00000000-0000-0000-0000-000000000070
00000000-0000-0000-0000-000000000114,00000000-0000-0000-0000-000000000163
00000000-0000-0000-0000-000000000114,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000116,00000000-0000-0000-0000-000000000044
00000000-0000-0000-0000-000000000116,00000000-0000-0000-0000-000000000143
00000000-0000-0000-0000-000000000117,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000119,00000000-0000-0000-0000-000000000059
00000000-0000-0000-0000-000000000119,00000000-0000-0000-0000-000000000213
00000000-0000-0000-0000-000000000120,00000000-0000-0000-0000-000000000093
00000000-0000-0000-0000-000000000120,00000000-0000-0000-0000-000000000180
00000000-0000-0000-0000-000000000121,00000000-0000-0000-0000-000000000007
00000000-0000-0000-0000-000000000121,00000000-0000-0000-0000-000000000008
00000000-0000-0000-0000-000000000122,00000000-0000-0000-0000-000000000093
00000000-0000-0000-0000-000000000122,00000000-0000-0000-0000-000000000161
00000000-0000-0000-0000-000000000122,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000123,00000000-0000-0000-0000-000000000067
00000000-0000-0000-0000-000000000123,00000000-0000-0000-0000-000000000093
00000000-0000-0000-0000-000000000123,00000000-0000-0000-0000-000000000161
00000000-0000-0000-0000-000000000123,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000124,00000000-0000-0000-0000-000000000008
00000000-0000-0000-0000-000000000125,00000000-0000-0000-0000-000000000052
00000000-0000-0000-0000-000000000125,00000000-0000-0000-0000-000000000070
00000000-0000-0000-0000-000000000125,00000000-0000-0000-0000-000000000162
00000000-0000-0000-0000-000000000126,00000000-0000-0000-0000-000000000093
00000000-0000-0000-0000-000000000126,00000000-0000-0000-0000-000000000180
00000000-0000-0000-0000-000000000126,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000129,00000000-0000-0000-0000-000000000213
00000000-0000-0000-0000-000000000130,00000000-0000-0000-0000-000000000180
00000000-0000-0000-0000-000000000130,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000133,00000000-0000-0000-0000-000000000213
00000000-0000-0000-0000-000000000134,00000000-0000-0000-0000-000000000002
00000000-0000-0000-0000-000000000134,00000000-0000-0000-0000-000000000102
00000000-0000-0000-0000-000000000135,00000000-0000-0000-0000-000000000213
00000000-0000-0000-0000-000000000136,00000000-0000-0000-0000-000000000137
00000000-0000-0000-0000-000000000137,00000000-0000-0000-0000-000000000044
00000000-0000-0000-0000-000000000138,00000000-0000-0000-0000-000000000008
00000000-0000-0000-0000-000000000138,00000000-0000-0000-0000-000000000179
00000000-0000-0000-0000-000000000138,00000000-0000-0000-0000-000000000212
00000000-0000-0000-0000-000000000139,00000000-0000-0000-0000-000000000007
00000000-0000-0000-0000-000000000139,00000000-0000-0000-0000-000000000008
00000000-0000-0000-0000-000000000140,00000000-0000-0000-0000-000000000073
00000000-0000-0000-0000-000000000140,00000000-0000-0000-0000-000000000093
00000000-0000-0000-0000-000000000140,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000143,00000000-0000-0000-0000-000000000179
00000000-0000-0000-0000-000000000143,00000000-0000-0000-0000-000000000180
00000000-0000-0000-0000-000000000143,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000144,00000000-0000-0000-0000-000000000213
00000000-0000-0000-0000-000000000145,00000000-0000-0000-0000-000000000059
00000000-0000-0000-0000-000000000145,00000000-0000-0000-0000-000000000213
00000000-0000-0000-0000-000000000147,00000000-0000-0000-0000-000000000179
00000000-0000-0000-0000-000000000150,00000000-0000-0000-0000-000000000203
00000000-0000-0000-0000-000000000151,00000000-0000-0000-0000-000000000089
00000000-0000-0000-0000-000000000152,00000000-0000-0000-0000-000000000070
00000000-0000-0000-0000-000000000154,00000000-0000-0000-0000-000000000213
00000000-0000-0000-0000-000000000156,00000000-0000-0000-0000-000000000070
00000000-0000-0000-0000-000000000156,00000000-0000-0000-0000-000000000163
00000000-0000-0000-0000-000000000157,00000000-0000-0000-0000-000000000059
00000000-0000-0000-0000-000000000157,00000000-0000-0000-0000-000000000213
00000000-0000-0000-0000-000000000160,00000000-0000-0000-0000-000000000093
00000000-0000-0000-0000-000000000160,00000000-0000-0000-0000-000000000161
00000000-0000-0000-0000-000000000160,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000161,00000000-0000-0000-0000-000000000093
00000000-0000-0000-0000-000000000162,00000000-0000-0000-0000-000000000180
00000000-0000-0000-0000-000000000162,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000163,00000000-0000-0000-0000-000000000070
00000000-0000-0000-0000-000000000164,00000000-0000-0000-0000-000000000068
00000000-0000-0000-0000-000000000164,00000000-0000-0000-0000-000000000179
00000000-0000-0000-0000-000000000164,00000000-0000-0000-0000-000000000193
00000000-0000-0000-0000-000000000165,00000000-0000-0000-0000-000000000093
00000000-0000-0000-0000-000000000165,00000000-0000-0000-0000-000000000180
00000000-0000-0000-0000-000000000165,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000165,00000000-0000-0000-0000-000000000213
00000000-0000-0000-0000-000000000167,00000000-0000-0000-0000-000000000179
00000000-0000-0000-0000-000000000169,00000000-0000-0000-0000-000000000008
00000000-0000-0000-0000-000000000170,00000000-0000-0000-0000-000000000052
00000000-0000-0000-0000-000000000170,00000000-0000-0000-0000-000000000180
00000000-0000-0000-0000-000000000171,00000000-0000-0000-0000-000000000067
00000000-0000-0000-0000-000000000171,00000000-0000-0000-0000-000000000093
00000000-0000-0000-0000-000000000171,00000000-0000-0000-0000-000000000123
00000000-0000-0000-0000-000000000171,00000000-0000-0000-0000-000000000161
00000000-0000-0000-0000-000000000171,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000173,00000000-0000-0000-0000-000000000179
00000000-0000-0000-0000-000000000178,00000000-0000-0000-0000-000000000067
00000000-0000-0000-0000-000000000178,00000000-0000-0000-0000-000000000179
00000000-0000-0000-0000-000000000179,00000000-0000-0000-0000-000000000008
00000000-0000-0000-0000-000000000179,00000000-0000-0000-0000-000000000213
00000000-0000-0000-0000-000000000180,00000000-0000-0000-0000-000000000094
00000000-0000-0000-0000-000000000180,00000000-0000-0000-0000-000000000179
00000000-0000-0000-0000-000000000181,00000000-0000-0000-0000-000000000007
00000000-0000-0000-0000-000000000181,00000000-0000-0000-0000-000000000113
00000000-0000-0000-0000-000000000181,00000000-0000-0000-0000-000000000220
00000000-0000-0000-0000-000000000182,00000000-0000-0000-0000-000000000008
00000000-0000-0000-0000-000000000183,00000000-0000-0000-0000-000000000078
00000000-0000-0000-0000-000000000183,00000000-0000-0000-0000-000000000093
00000000-0000-0000-0000-000000000184,00000000-0000-0000-0000-000000000180
00000000-0000-0000-0000-000000000184,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000185,00000000-0000-0000-0000-000000000093
00000000-0000-0000-0000-000000000185,00000000-0000-0000-0000-000000000180
00000000-0000-0000-0000-000000000186,00000000-0000-0000-0000-000000000180
00000000-0000-0000-0000-000000000186,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000187,00000000-0000-0000-0000-000000000180
00000000-0000-0000-0000-000000000189,00000000-0000-0000-0000-000000000008
00000000-0000-0000-0000-000000000190,00000000-0000-0000-0000-000000000213
00000000-0000-0000-0000-000000000192,00000000-0000-0000-0000-000000000059
00000000-0000-0000-0000-000000000192,00000000-0000-0000-0000-000000000213
00000000-0000-0000-0000-000000000193,00000000-0000-0000-0000-000000000179
00000000-0000-0000-0000-000000000194,00000000-0000-0000-0000-000000000046
00000000-0000-0000-0000-000000000194,00000000-0000-0000-0000-000000000228
00000000-0000-0000-0000-000000000199,00000000-0000-0000-0000-000000000131
00000000-0000-0000-0000-000000000200,00000000-0000-0000-0000-000000000027
00000000-0000-0000-0000-000000000201,00000000-0000-0000-0000-000000000093
00000000-0000-0000-0000-000000000201,00000000-0000-0000-0000-000000000180
00000000-0000-0000-0000-000000000202,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000206,00000000-0000-0000-0000-000000000059
00000000-0000-0000-0000-000000000206,00000000-0000-0000-0000-000000000213
00000000-0000-0000-0000-000000000208,00000000-0000-0000-0000-000000000068
00000000-0000-0000-0000-000000000209,00000000-0000-0000-0000-000000000102
00000000-0000-0000-0000-000000000211,00000000-0000-0000-0000-000000000008
00000000-0000-0000-0000-000000000212,00000000-0000-0000-0000-000000000008
00000000-0000-0000-0000-000000000212,00000000-0000-0000-0000-000000000138
00000000-0000-0000-0000-000000000212,00000000-0000-0000-0000-000000000179
00000000-0000-0000-0000-000000000213,00000000-0000-0000-0000-000000000179
00000000-0000-0000-0000-000000000213,00000000-0000-0000-0000-000000000180
00000000-0000-0000-0000-000000000215,00000000-0000-0000-0000-000000000213
00000000-0000-0000-0000-000000000216,00000000-0000-0000-0000-000000000180
00000000-0000-0000-0000-000000000216,00000000-0000-0000-0000-000000000184
00000000-0000-0000-0000-000000000217,00000000-0000-0000-0000-000000000059
00000000-0000-0000-0000-000000000218,00000000-0000-0000-0000-000000000179
00000000-0000-0000-0000-000000000220,00000000-0000-0000-0000-000000000007
00000000-0000-0000-0000-000000000220,00000000-0000-0000-0000-000000000181
00000000-0000-0000-0000-000000000221,00000000-0000-0000-0000-000000000008
00000000-0000-0000-0000-000000000221,00000000-0000-0000-0000-000000000189
00000000-0000-0000-0000-000000000222,00000000-0000-0000-0000-000000000068
00000000-0000-0000-0000-000000000222,00000000-0000-0000-0000-000000000008
00000000-0000-0000-0000-000000000222,00000000-0000-0000-0000-000000000179
00000000-0000-0000-0000-000000000226,00000000-0000-0000-0000-000000000213
00000000-0000-0000-0000-000000000227,00000000-0000-0000-0000-000000000008
00000000-0000-0000-0000-000000000227,00000000-0000-0000-0000-000000000179
00000000-0000-0000-0000-000000000228,00000000-0000-0000-0000-000000000059
00000000-0000-0000-0000-000000000228,00000000-0000-0000-0000-000000000180
00000000-0000-0000-0000-000000000229,00000000-0000-0000-0000-000000000089
00000000-0000-0000-0000-000000000229,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000230,00000000-0000-0000-0000-000000000185
00000000-0000-0000-0000-000000000230,00000000-0000-0000-0000-000000000213
